Duration(Days),Main Cause,Latitude,Longitude,Severity,Human injury
7,heavy rains,16.29,80.055,1,24
1,heavy rains,26.235,92.25,1,10
1,heavy rains,26.73,82.845,1,2
2,heavy rains,25.695,87.75,1,10
1,heavy rains,9.88679,78.4773,1,10
1,heavy rains,10.8365,76.7588,1,10
1,heavy rains,20.7933,85.8723,1,10
1,heavy rains,26.0844,86.1969,1,10
1,heavy rains,27.3624,94.0349,1,10
3,heavy rains,28.5244,80.9261,1,10
1,heavy rains,22.3056,88.3453,1,2
4,heavy rains,26.3755,86.2422,1,8
1,heavy rains,26.5897,92.1815,1,2
1,heavy rains,22.3021,73.9531,1,10
4,heavy rains,20.6511,86.0022,1,2
1,heavy rains,26.5659,92.4354,1,4
5,heavy rains,26.1094,86.557,1,10
1,heavy rains,30.1135,78.8529,1,5
1,heavy rains,19.4398,82.3216,1,10
2,heavy rains,20.9855,82.7962,1,6
2,heavy rains,31.3063,76.8569,1,3
1,heavy rains,26.8031,93.6379,1,10
1,heavy rains,11.8283,78.8042,1,1
7,heavy rains,32.7135,76.6135,1,16
1,heavy rains,21.9781,82.5285,1,10
1,heavy rains,27.387,94.9182,1,10
1,heavy rains,21.2719,84.2495,1,7
1,heavy rains,24.7174,85.9321,1,10
6,severe flood,27.8115,94.716,1,8
10,heavy rains,20.7752,84.1258,1,34
1,heavy rains,27.3852,79.7586,1,4
1,heavy rains,26.1795,86.2537,1,4
1,heavy rains,27.6132,94.6542,1,1
7,heavy rains,14.5398,75.0937,1,10
1,flash flood,32.8353,76.9103,1,7
1,heavy rains,26.4816,82.8434,1,10
1,heavy rains,21.1495,86.7154,1,10
1,heavy rains,25.6339,84.0726,1,2
1,heavy rains,17.4331,80.187,1,10
1,heavy rains,23.6547,89.4296,1,10
1,heavy rains,26.4813,92.0622,1,10
1,heavy rains,26.988,92.926,1,1
7,severe flood,28.886,80.7246,1,58
1,heavy rains,22.0189,71.1117,1,2
1,heavy rains,18.4311,80.713,1,2
3,heavy rains,26.5037,86.5429,1,10
1,heavy rains,30.9339,75.0459,1,1
2,heavy rains,19.1131,72.8962,1,13
1,heavy rains,15.1816,76.4736,1,7
2,heavy rains,24.8678,92.8291,1,14
3,severe flood,26.4375,80.8611,1,21
12,heavy rains,33.8036,76.2592,1,5
7,heavy rains,16.2843,80.6926,1,135
1,heavy rains,26.7553,92.7754,1,8
1,heavy rains,26.7055,78.8703,1,25
1,flash flood,27.5435,80.6956,1,10
1,heavy rains,22.4257,71.3244,1,5
7,heavy rains,26.0747,92.817,1,10
1,severe flood,11.3982,77.0504,1,18
2,severe flood,24.4696,92.4232,1,10
1,heavy rains,15.733,73.7324,1,1
2,heavy rains,26.6059,92.9592,1,10
1,heavy rains,20.9474,79.1574,1,1
2,severe flood,20.2047,84.4178,1,100
7,severe flood,28.3671,81.0334,1,7
1,heavy rains,24.707,85.7348,1,10
2,flash flood,24.3395,87.8328,1,2
3,severe flood,14.0025,79.4752,1,10
1,heavy rains,16.5216,75.9695,1,1
1,severe flood,26.9122,94.46,1,10
1,flash flood,20.5033,86.0449,1,10
1,heavy rains,24.8678,80.7003,1,6
2,heavy rains,13.0242,78.8487,1,1
1,heavy rains,24.9382,92.0974,1,10
2,"heavy rains , severe flood",25.1622,89.7567,1,27
1,heavy rains,27.9917,78.9675,1,10
1,heavy rains,13.407,75.4042,1,2
1,heavy rains,11.054,77.5024,1,8
1,heavy rains,12.5851,79.9572,1,10
7,heavy rains,20.6258,76.6191,1,44
7,heavy rains,31.7869,77.252,1,32
7,flash flood,27.586,80.6237,1,9
23,severe flood,31.7821,76.9177,1,14
1,heavy rains,31.7668,77.27,1,10
2,flash flood,20.7866,79.2684,1,8
1,heavy rains,31.5294,77.0555,1,10
1,flash flood,20.1358,84.4369,1,10
21,severe floods,10.7214,78.7248,1,1
1,flash flood,16.2498,80.0422,1,10
14,severe floods,23.2582,92.8575,1,10
14,severe flood,26.0363,92.8902,1,2
1,moderate floods,28.2424,76.8263,1,10
1,heavy rains,27.5887,88.4616,1,10
1,flash flood,22.4615,87.3749,1,15
1,heavy rains,16.4132,80.612,1,5
21,severe flood,26.5766,73.762,1,65
7,severe flood,27.4105,92.3599,1,172
1,severe flood,24.7685,85.6883,1,10
1,heavy rains,15.0341,78.7288,1,5
1,heavy rains,17.0009,81.7657,1,10
3,heavy rains,24.0572,86.2554,1,25
1,heavy rains,31.7905,77.3409,1,1
1,heavy rains,22.4404,71.3091,1,8
1,heavy rains,9.49041,76.6811,1,3
2,flash flood,26.0909,92.9144,1,140
1,heavy rains,33.9398,74.8298,1,10
1,heavy rains,18.8234,75.4418,1,10
7,moderate floods,16.9874,82.1012,1,48
2,heavy rains,13.8493,78.9883,1,3
1,heavy rains,24.0181,68.8677,1,10
1,heavy rains,20.4037,74.4164,1,1
4,heavy rains,16.1464,79.4042,1,10
1,heavy rains,23.3997,88.9474,1,4
1,flash flood,21.1735,85.3527,1,6
1,heavy rains,27.4268,94.7981,1,2
4,heavy rains,31.806,77.6925,1,10
1,heavy rains,27.094,94.643,1,10
1,heavy rains,17.1335,79.2098,1,10
1,heavy rains,26.9607,80.4678,1,10
12,heavy rains,19.9343,80.0385,1,30
5,heavy rains,24.0841,88.5453,1,18
3,heavy rains,15.811,74.5207,1,10
3,heavy rains,24.4457,92.0058,1,10
1,heavy rains,22.8284,71.2868,1,10
1,heavy rains,9.72651,76.423,1,10
9,heavy rains,21.0559,84.7987,1,7
1,heavy rains,30.7738,79.8583,1,10
1,heavy rains,32.6061,76.1481,1,2
2,"flash flood, heavy rain",26.7556,83.0513,1,5
1,heavy rains,26.5321,84.87,1,10
1,heavy rains,16.746,79.1214,1,1
1,heavy rains,14.8405,79.054,1,1
1,heavy rains,10.4517,78.7843,1,5
1,heavy rains,27.8034,95.3833,1,10
1,"heavy rains, flash flood",22.342,88.9351,1,2
1,heavy rains,20.8681,73.6623,1,10
6,heavy rains,25.8418,89.2696,1,16
1,heavy rains,30.5622,78.5235,1,1
1,heavy rains,21.5391,73.2201,1,1
3,heavy rains,11.8739,75.527,1,1
1,heavy rains,10.9485,79.0643,1,3
7,flash flood,12.9158,74.9274,1,10
1,heavy rains,21.3961,73.44,1,10
1,heavy rains,21.9811,73.9596,1,10
1,heavy rains,19.1881,79.2948,1,8
1,heavy rains,20.6258,85.8936,1,5
1,heavy rains,12.1226,75.4747,1,1
1,heavy rains,25.4989,85.8918,1,10
3,heavy rains,21.0247,73.7641,1,40
4,heavy rains,24.6862,89.4002,1,10
3,flash flood,31.6718,78.4423,1,10
1,flash flood,21.433,73.0739,1,10
1,heavy rains,20.9765,86.4305,1,1
1,heavy rains,24.1288,80.1999,1,2
1,heavy rains,27.4363,87.0126,1,10
1,heavy rains,17.9836,73.435,1,2
1,heavy rains,16.9772,79.9654,1,10
2,heavy rains,20.9915,86.2759,1,10
1,heavy rains,25.886,83.2115,1,10
7,heavy rains,21.1139,82.5389,1,10
1,heavy rains,28.1973,79.3734,1,10
1,heavy rains,21.7139,73.4733,1,10
2,heavy rains,21.9409,87.9347,1,2
7,heavy rains,11.7804,78.7317,1,95
3,heavy rains,17.4335,82.8115,1,340
1,heavy rains,18.7332,75.2343,1,557
7,heavy rains,10.5443,76.0498,1,49
1,heavy rains,26.5993,94.0245,1,258
1,flash flood,25.6151,83.6713,1,150
1,flash flood,19.1719,83.6477,1,49
1,flash flood,19.1028,72.8816,1,76
1,flash flood,22.4114,71.3097,1,34
1,flash flood,20.1943,73.8242,1,233
21,severe floods,18.1046,81.5288,1,97
1,flash flood,27.5853,81.5174,1,50
1,heavy rains,32.8864,73.8842,1,876
8,heavy rains,19.73,83.7466,1,731
2,heavy rains,14.1349,79.9324,1,23
2,flash flood,33.4819,74.2156,1,780
3,heavy rains,26.2558,94.0189,1,31
5,heavy rains,14.945,78.1615,1,7
1,heavy rains,20.0539,81.8601,1,17
3,heavy rains,21.0263,77.5237,1,430
1,flash flood,22.0231,72.2495,1,21
4,heavy rains,22.6315,88.4871,1,425
23,heavy rains,27.5773,95.263,1,17
16,heavy rains,10.3906,76.3115,1,50
1,heavy rains,20.4525,86.1978,1,10
1,flash flood,22.6824,70.925,1,44
7,flash flood,31.2388,76.5268,1,13
1,heavy rains,15.7067,79.878,1,72
1,heavy rains,20.9096,86.4033,1,25
1,heavy rains,24.7214,93.9705,1,500
1,heavy rains,12.725,79.7002,1,15
1,heavy rains,10.762,78.7172,1,88
1,heavy rains,26.4,93.755,1,0
1,heavy rains,22.1496,110.224,1,21
4,heavy rains,25.2411,90.1201,1,90
1,flash flood,27.4995,89.7871,1,90
1,flash flood,16.6523,81.3801,1,0
4,heavy rains,27.0442,94.5503,1,16
1,heavy rains,20.9522,84.4064,1,40
1,flash flood,20.2249,84.7692,1,263
1,flash flood,15.3059,74.7271,1,238
1,flash flood,27.481,93.8215,1,3083
1,flash flood,26.5,85.5,1,232
1,heavy rains,27.629,80.7483,1,35
9,severe floods,26.8177,94.143,1,95
1,heavy rains,22.5263,88.0605,1,70
1,heavy rains,15.7081,78.233,1,617
1,heavy rains,11.4729,77.8452,1,60
1,heavy rains,27.2504,94.6126,1,53
1,heavy rains,26.3166,91.8623,1,11
1,flash flood,26.6381,93.1226,1,9
1,flash flood,15.2182,79.4844,1,26
7,heavy rains,30.1895,74.7785,1,20
1,heavy rains,25.5869,86.1983,1,0
1,heavy rains,33.5267,76.1256,1,40
1,"heavy rains, flash flood",25.965,76.05,1,230
1,heavy rains,16.29,80.055,1,40
1,heavy rains,26.235,92.25,1,17
1,heavy rains,26.73,82.845,1,600
9,moderate flood ,25.695,87.75,1,35
7,severe floods,9.88679,78.4773,1,144
8,heavy rains,10.8365,76.7588,1,94
6,heavy rains,20.7933,85.8723,1,63
1,heavy rains,26.0844,86.1969,1,82
2,severe floods,27.3624,94.0349,1,74
1,heavy rains,28.5244,80.9261,1,326
7,severe floods,22.3056,88.3453,1,2500
1,heavy rains,26.3755,86.2422,1,24
4,severe floods,26.5897,92.1815,1,200
4,moderate flood ,22.3021,73.9531,1,273
1,flash flood,20.6511,86.0022,1,100
31,severe floods,26.5659,92.4354,1,97
10,severe floods,26.1094,86.557,1,26
4,moderate flood ,30.1135,78.8529,1,50
1,flash flood,19.4398,82.3216,1,32
1,flash flood,20.9855,82.7962,1,6
1,flash flood,31.3063,76.8569,1,1126
11,severe floods,26.8031,93.6379,1,12
2,moderate flood ,11.8283,78.8042,1,230
1,heavy rains,32.7135,76.6135,1,45
12,severe floods,21.9781,82.5285,1,9803
15,severe floods,27.387,94.9182,1,30
4,severe floods,21.2719,84.2495,1,140
7,severe floods,24.7174,85.9321,1,637
1,heavy rains,27.8115,94.716,1,162
1,heavy rains,20.7752,84.1258,1,578
1,heavy rains,27.3852,79.7586,1,40
1,heavy rains,26.1795,86.2537,1,1468
1,heavy rains,27.6132,94.6542,1,140
1,heavy rains,14.5398,75.0937,1,15
1,heavy rains,32.8353,76.9103,1,29
1,heavy rains,26.4816,82.8434,1,86
2,heavy rains,21.1495,86.7154,1,100
1,heavy rains,25.6339,84.0726,1,26
1,heavy rains,17.4331,80.187,1,16
1,flash flood,23.6547,89.4296,1,65
1,flash flood,26.4813,92.0622,1,146
1,heavy rains,26.988,92.926,1,12
1,heavy rains,28.886,80.7246,1,143
1,flash flood,22.0189,71.1117,1,11
1,flash flood,18.4311,80.713,1,0
1,flash flood,26.5037,86.5429,1,4
1,flash flood,30.9339,75.0459,1,169
1,flash flood,19.1131,72.8962,1,503
1,heavy  rains,15.1816,76.4736,1,33
1,heavy rains,24.8678,92.8291,1,22
1,heavy rains,26.4375,80.8611,1,11
1,heavy rains,33.8036,76.2592,1,20
1,heavy rains,16.2843,80.6926,1,4
1,heavy rains,26.7553,92.7754,1,4
1,heavy rains,26.7055,78.8703,1,2
7,heavy rains,27.5435,80.6956,1,2
14,heavy rains,22.4257,71.3244,1,198
1,heavy rains,26.0747,92.817,1,10
1,heavy rains,11.3982,77.0504,1,10
5,heavy rains,24.4696,92.4232,1,45
4,heavy rains,15.733,73.7324,1,5
8,severe floods,26.6059,92.9592,1,44
5,heavy rains,20.9474,79.1574,1,10
2,heavy rains,20.2047,84.4178,1,10
1,heavy rains,28.3671,81.0334,1,10
2,heavy rains,24.707,85.7348,1,4
1,heavy rains,24.3395,87.8328,1,10
1,heavy rains,14.0025,79.4752,1,10
1,heavy rains,16.5216,75.9695,1,10
1,heavy rains,26.9122,94.46,1,10
1,heavy rains,20.5033,86.0449,1,1
1,heavy rains,24.8678,80.7003,1,10
1,heavy rains,13.0242,78.8487,1,1
2,heavy rains,24.9382,92.0974,1,5
2,heavy rains,25.1622,89.7567,1,14
1,heavy rains,27.9917,78.9675,1,9
1,heavy rains,13.407,75.4042,1,2
2,heavy rains,11.054,77.5024,1,25
1,heavy rains,12.5851,79.9572,1,1
1,heavy rains,20.6258,76.6191,1,1
7,severe floods,31.7869,77.252,1,35
2,heavy rains,27.586,80.6237,1,5
1,heavy rains,31.7821,76.9177,1,11
1,flash flood,31.7668,77.27,1,2
1,flash flood,20.7866,79.2684,1,2
2,heavy rains,31.5294,77.0555,1,10
1,heavy rains,20.1358,84.4369,1,10
1,heavy rains,10.7214,78.7248,1,10
2,heavy rains,16.2498,80.0422,1,10
1,heavy rains,23.2582,92.8575,1,1
2,heavy rains,26.0363,92.8902,1,2
1,heavy rains,28.2424,76.8263,1,3
5,heavy rains,27.5887,88.4616,1,7
2,heavy rains,22.4615,87.3749,1,1
23,heavy rains,16.4132,80.612,1,10
1,heavy rains,26.5766,73.762,1,10
1,heavy rains,27.4105,92.3599,1,16
1,heavy rains,24.7685,85.6883,1,10
14,heavy rains,15.0341,78.7288,1,82
9,heavy rains,17.0009,81.7657,1,28
1,flash flood,24.0572,86.2554,1,10
1,flash flood,31.7905,77.3409,1,10
1,flash flood,22.4404,71.3091,1,17
1,heavy rains,9.49041,76.6811,1,6
7,severe floods,26.0909,92.9144,1,2
10,severe floods,33.9398,74.8298,1,81
1,heavy rains,18.8234,75.4418,1,40
1,heavy rains,16.9874,82.1012,1,204
6,severe floods,13.8493,78.9883,1,300
1,flash flood,24.0181,68.8677,1,10
1,heavy rains,20.4037,74.4164,1,2
1,heavy rains,16.1464,79.4042,1,10
1,heavy rains,23.3997,88.9474,1,18
1,heavy rains,21.1735,85.3527,1,12
1,flash flood,27.4268,94.7981,1,165
1,flash flood,31.806,77.6925,1,10
8,severe floods,27.094,94.643,1,2
1,heavy rains,17.1335,79.2098,1,6
1,heavy rains,26.9607,80.4678,1,10
24,severe floods,19.9343,80.0385,1,300
2,heavy rains,24.0841,88.5453,1,2
3,heavy rains,15.811,74.5207,1,5
1,heavy rains,24.4457,92.0058,1,1
3,moderate flood ,22.8284,71.2868,1,10
3,moderate flood ,9.72651,76.423,1,10
2,moderate flood ,21.0559,84.7987,1,10
40,severe floods,30.7738,79.8583,1,14
12,severe floods,32.6061,76.1481,1,2
2,heavy rains,26.7556,83.0513,1,1
3,heavy rains,26.5321,84.87,1,10
38,severe floods,16.746,79.1214,1,216
8,heavy rains,14.8405,79.054,1,69
5,heavy rains,10.4517,78.7843,1,2
5,heavy rains,27.8034,95.3833,1,4
7,heavy rains,22.342,88.9351,1,1
31,heavy rains,20.8681,73.6623,1,46
1,heavy rains,25.8418,89.2696,1,10
2,heavy rains,30.5622,78.5235,1,10
2,heavy rains,21.5391,73.2201,1,10
1,heavy rains,11.8739,75.527,1,10
1,heavy rains,10.9485,79.0643,1,10
1,heav rains,12.9158,74.9274,1,1
1,heavy rains,21.3961,73.44,1,10
2,heavy rains,21.9811,73.9596,1,10
2,heavy rains,19.1881,79.2948,1,1
1,heavy rains,20.6258,85.8936,1,10
1,heavy rains,12.1226,75.4747,1,1
1,heavy rains,25.4989,85.8918,1,5
1,heavy rains,21.0247,73.7641,1,10
1,heavy rains,24.6862,89.4002,1,1
1,heavy rains,31.6718,78.4423,1,2
1,heavy rains,21.433,73.0739,1,5
1,heavy rains,20.9765,86.4305,1,10
13,severe floods,24.1288,80.1999,1,122
2,flash flood,27.4363,87.0126,1,2
2,heavy rains,17.9836,73.435,1,11
1,flash flood,16.9772,79.9654,1,2
1,heavy rains,20.9915,86.2759,1,1
1,heavy rains,25.886,83.2115,1,10
1,heavy rains,21.1139,82.5389,1,1
1,heavy rains,28.1973,79.3734,1,1
1,heavy rains,21.7139,73.4733,1,5
1,heavy rains,21.9409,87.9347,1,10
1,heavy rains,11.7804,78.7317,1,4
4,heavy rains,17.4335,82.8115,1,1
6,heavy rains,18.7332,75.2343,1,18
5,heavy rains,10.5443,76.0498,1,14
15,heavy rains,26.5993,94.0245,1,19
1,heavy rains,25.6151,83.6713,1,3
1,heavy rains,19.1719,83.6477,1,2
5,heavy rains,19.1028,72.8816,1,21
1,heavy rains,22.4114,71.3097,1,10
1,heavy rains,20.1943,73.8242,1,6
3,heavy rains,18.1046,81.5288,1,10
7,heavy rains,27.5853,81.5174,1,3
6,severe floods,32.8864,73.8842,1,27
7,heavy rains,19.73,83.7466,1,10
1,heavy rains,14.1349,79.9324,1,4
1,heavy rains,33.4819,74.2156,1,2
1,heavy rains,26.2558,94.0189,1,4
2,heavy rains,14.945,78.1615,1,21
7,heavy rains,20.0539,81.8601,1,22
2,heavy rains,21.0263,77.5237,1,10
1,flash flood,22.0231,72.2495,1,55
4,heavy rains,22.6315,88.4871,1,3
3,heavy rains,27.5773,95.263,1,12
1,flash flood,10.3906,76.3115,1,10
3,heavy rains,20.4525,86.1978,1,10
17,moderate flood ,22.6824,70.925,1,14
2,heavy rains,31.2388,76.5268,1,1
4,moderate flood ,15.7067,79.878,1,35
2,heavy rains,20.9096,86.4033,1,7
3,heavy rains,24.7214,93.9705,1,2
1,heavy rains,12.725,79.7002,1,3
3,moderate flood ,10.762,78.7172,1,17
1,heavy rains,26.4,93.755,1,10
4,heavy rains,22.1496,110.224,1,1
2,moderate flood ,25.2411,90.1201,1,86
3,heavy rains,27.4995,89.7871,1,9
1,heavy rains,16.6523,81.3801,1,10
1,heavy rains,27.0442,94.5503,1,10
1,heavy rains,20.9522,84.4064,1,13
1,heavy rains,20.2249,84.7692,1,10
1,heavy rains,15.3059,74.7271,1,10
1,flash flood,27.481,93.8215,1,10
7,severe floods,26.5,85.5,1,33
1,heavy rains,27.629,80.7483,1,10
1,heavy rains,26.8177,94.143,1,10
1,heavy rains,22.5263,88.0605,1,10
1,heavy rains,15.7081,78.233,1,10
1,heavy rains,11.4729,77.8452,1,2
7,moderate flood,27.2504,94.6126,1,4
1,heavy rains,26.3166,91.8623,1,10
5,severe flood,26.6381,93.1226,1,79
7,moderate flood,15.2182,79.4844,1,10
7,heavy rains,30.1895,74.7785,1,10
4,severe floods,25.5869,86.1983,1,37
2,moderate floods,33.5267,76.1256,1,9
2,severe floods,25.965,76.05,1,131
6,severe floods,16.29,80.055,1,26
4,moderate floods,26.235,92.25,1,10
3,moderate floods,26.73,82.845,1,7
1,flash floods ,25.695,87.75,1,10
8,moderate floods,9.88679,78.4773,1,3
5,moderate floods,10.8365,76.7588,1,10
3,moderate floods,20.7933,85.8723,1,10
1,heavy rains,26.0844,86.1969,1,10
1,heavy rains,27.3624,94.0349,1,10
2,heavy rains,28.5244,80.9261,1,10
19,heavy rains,22.3056,88.3453,1,8
7,severe floods,26.3755,86.2422,1,13
7,moderate floods,26.5897,92.1815,1,14
2,moderate floods,22.3021,73.9531,1,10
21,severe floods,20.6511,86.0022,1,31
1,heavy rains,26.5659,92.4354,1,6
21,severe floods,26.1094,86.557,1,48
3,heavy rains,30.1135,78.8529,1,10
4,heavy rains,19.4398,82.3216,1,84
1,heavy rains,20.9855,82.7962,1,9
3,heavy rains,31.3063,76.8569,1,2
5,heavy rains,26.8031,93.6379,1,12
1,heavy rains,11.8283,78.8042,1,2
1,flash floods,32.7135,76.6135,1,10
5,heavy rains,21.9781,82.5285,1,25
8,severe floods,27.387,94.9182,1,151
1,flash flood due to cloud burst,21.2719,84.2495,1,10
1,heavy rains,24.7174,85.9321,1,2
4,heavy rains,27.8115,94.716,1,10
2,heavy rains,20.7752,84.1258,1,10
3,heavy rains,27.3852,79.7586,1,3
1,heavy rains,26.1795,86.2537,1,10
3,heavy rains,27.6132,94.6542,1,5
2,heavy rains,24.4457,92.0058,1,10
1,heavy rains,22.8284,71.2868,1,3
2,heavy rains,9.72651,76.423,1,10
4,heavy rains,21.0559,84.7987,1,10
2,heavy rains,30.7738,79.8583,1,10
4,heavy rains,32.6061,76.1481,1,10
1,heavy rains,26.7556,83.0513,1,10
1,heavy rains,26.5321,84.87,1,1
1,heavy rains,16.746,79.1214,1,10
4,heavy rains,14.8405,79.054,1,1
1,heavy rains,10.4517,78.7843,1,10
2,heavy rains,27.8034,95.3833,1,10
2,heavy rains,22.342,88.9351,1,1
1,heavy rains,20.8681,73.6623,1,10
1,heavy rains,25.8418,89.2696,1,10
1,heavy rains,30.5622,78.5235,1,2
3,heavy rains,21.5391,73.2201,1,1
1,heavy rains,11.8739,75.527,1,10
1,heavy rains,10.9485,79.0643,1,4
3,heavy rains,12.9158,74.9274,1,10
1,heavy rains and flash floods,21.3961,73.44,1,2
1,heavy rains,21.9811,73.9596,1,10
1,heavy rains,19.1881,79.2948,1,1
1,heavy rains,20.6258,85.8936,1,1
1,heavy rains,12.1226,75.4747,1,2
7,heavy rains,25.4989,85.8918,1,10
1,heavy rains,21.0247,73.7641,1,10
1,heavy rains,24.6862,89.4002,1,1
4,heavy rains,31.6718,78.4423,1,63
1,heavy rains,21.433,73.0739,1,10
7,heavy rains,20.9765,86.4305,1,37
3,moderate floods,24.1288,80.1999,1,5
1,heavy rains,27.4363,87.0126,1,1
2,heavy rains,17.9836,73.435,1,10
2,moderate floods,16.9772,79.9654,1,6
1,heavy rains,20.9915,86.2759,1,1
2,heavy rains,25.886,83.2115,1,10
2,flash floods,21.1139,82.5389,1,9
1,heavy rains,28.1973,79.3734,1,7
1,heavy rains,21.7139,73.4733,1,4
1,heavy rains,21.9409,87.9347,1,2
1,heavy rains,11.7804,78.7317,1,1
1,heavy rains,17.4335,82.8115,1,2
1,heavy rains,18.7332,75.2343,1,20
1,heavy rains,10.5443,76.0498,1,10
1,heavy rains,26.5993,94.0245,1,66
1,heavy rains,25.6151,83.6713,1,9
1,heavy rains,19.1719,83.6477,1,10
1,heavy rains,19.1028,72.8816,1,10
1,heavy rains,22.4114,71.3097,1,10
5,heavy rains,20.1943,73.8242,1,15
1,heavy rains,18.1046,81.5288,1,1
7,severe floods,27.5853,81.5174,1,9
1,heavy rains,32.8864,73.8842,1,10
1,heavy rains,19.73,83.7466,1,1
3,moderate flood,14.1349,79.9324,1,10
1,flash flood,33.4819,74.2156,1,10
1,heavy rains,26.2558,94.0189,1,10
1,heavy rains,14.945,78.1615,1,10
2,heavy rains,20.0539,81.8601,1,10
1,heavy rains,21.0263,77.5237,1,5
1,heavy rains,22.0231,72.2495,1,10
1,heavy rains,22.6315,88.4871,1,10
1,heavy rains,27.5773,95.263,1,1
7,heavy rains,10.3906,76.3115,1,1
3,moderate flood,20.4525,86.1978,1,26
3,moderate flood,22.6824,70.925,1,2
1,heavy rains,31.2388,76.5268,1,10
1,heavy rains,15.7067,79.878,1,10
1,heavy rains,20.9096,86.4033,1,5
4,heavy rains,24.7214,93.9705,1,6
1,heavy rains,12.725,79.7002,1,1
3,heavy rains,10.762,78.7172,1,10
7,severe flood,26.4,93.755,1,90
1,heavy rains,22.1496,110.224,1,10
1,flash flood,25.2411,90.1201,1,10
3,moderate flood,27.4995,89.7871,1,1
1,heavy rains and flash floods,16.6523,81.3801,1,8
1,flash flood,27.0442,94.5503,1,10
1,heavy rains,20.9522,84.4064,1,62
1,heavy rains,20.2249,84.7692,1,7
2,flash flood or moderate flood,15.3059,74.7271,1,33
7,moderate flood,27.481,93.8215,1,24
1,flash flood,26.5,85.5,1,9
1,flash flood,27.629,80.7483,1,10
7,moderate flood,26.8177,94.143,1,10
30,severe flood,22.5263,88.0605,1,1258
7,heavy rains,15.7081,78.233,1,10
1,moderate flood,11.4729,77.8452,1,1
62,moderate flood,27.2504,94.6126,1,5
1,flash flood,26.3166,91.8623,1,10
1,heavy rains,26.6381,93.1226,1,5
14,moderate flood,15.2182,79.4844,1,12
7,moderate flood,30.1895,74.7785,1,10
24,severe flood,25.5869,86.1983,1,10
7,moderate flood,33.5267,76.1256,1,10
14,moderate flood,25.965,76.05,1,1
7,Heavy rain,16.29,80.055,1,10
14,severe floods,26.235,92.25,1,150
1,heavy rains,26.73,82.845,1,6
1,heavy rains,25.695,87.75,1,2
1,heavy rains,9.88679,78.4773,1,10
1,heavy rains,10.8365,76.7588,1,10
1,heavy rains,20.7933,85.8723,1,10
1,heavy rains,26.0844,86.1969,1,10
1,heavy rains,27.3624,94.0349,1,1
1,heavy rains,28.5244,80.9261,1,12
1,heavy rains,22.3056,88.3453,1,1
2,heavy rains,26.3755,86.2422,1,10
1,heavy rains,26.5897,92.1815,1,10
2,heavy rains,22.3021,73.9531,1,10
1,heavy rains,20.6511,86.0022,1,10
1,flash floods due to cloud burst,26.5659,92.4354,1,10
2,flash flood ,26.1094,86.557,1,27
1,heavy rains,30.1135,78.8529,1,10
1,heavy rains,19.4398,82.3216,1,5
1,heavy rains,20.9855,82.7962,1,29
1,heavy rains,31.3063,76.8569,1,2
1,flash flood,26.8031,93.6379,1,5
1,heavy rains,11.8283,78.8042,1,10
7,heavy rains,32.7135,76.6135,1,10
1,heavy rains,21.9781,82.5285,1,10
1,heavy rains,27.387,94.9182,1,10
14,heavy rains,21.2719,84.2495,1,2
1,heavy rains,24.7174,85.9321,1,10
2,heavy rains,27.8115,94.716,1,5
1,heavy rains,20.7752,84.1258,1,3
1,heavy rains,27.3852,79.7586,1,10
1,heavy rains,26.1795,86.2537,1,10
1,heavy rains,27.6132,94.6542,1,10
1,heavy rains,26.7465,92.4891,1,3
1,heavy rains,18.4473,79.6967,1,10
2,heavy rains,10.2916,78.2616,1,1
14,heavy rains,33.1767,76.4058,1,23
1,heavy rains,10.7121,79.1771,1,10
1,heavy rains,26.9195,93.8747,1,10
1,heavy rains,21.8734,70.7643,1,10
1,heavy rains,26.2074,82.6165,1,10
1,heavy rains,26.8946,93.751,1,1
7,heavy rains,11.8278,78.8554,1,5
7,heavy rains,27.464,95.6068,1,22
4,heavy rains,27.068,93.949,1,10
1,heavy rains,22.8107,80.8349,1,40
1,heavy rains,21.7477,73.4119,1,5
1,heavy rains,25.6099,85.1898,1,7
1,heavy rains,17.6536,80.3401,1,40
1,heavy rains,27.6131,94.9387,1,2
1,heavy rains,21.898,70.9375,1,5
1,heavy rains,22.9061,88.0848,1,1
1,heavy rains,28.1657,79.076,1,1
1,heavy rains,10.489,79.0039,1,10
2,heavy rains,14.3584,75.4408,1,17
3,heavy rains,26.8948,93.3551,1,8
3,heavy rains,33.3752,75.1439,1,21
3,heavy rains,20.9795,73.783,1,10
3,heavy rains,19.5656,74.5501,1,6
1,heavy rains,12.5238,75.6883,1,10
2,heavy rains,9.39943,76.7275,1,10
2,heavy rains,27.2914,94.1222,1,2
2,heavy rains,25.7354,82.4309,1,1
1,heavy rains,26.0513,94.7655,1,10
1,heavy rains,31.3414,76.6285,1,10
1,heavy rains,17.9,83.3588,1,10
1,heavy rains,21.5427,87.4662,1,1
1,heavy rains,23.4991,91.5736,1,10
1,heavy rains,27.3531,94.3944,1,10
1,heavy rains,20.2969,74.748,1,10
1,heavy rains,11.4575,76.0842,1,10
2,heavy rains,19.1145,83.4825,1,10
4,heavy rains,25.3928,74.3521,1,3
2,heavy rains,24.1511,77.3956,1,10
2,moderate flood,27.0678,94.2459,1,10
1,heavy rains,10.8488,78.8554,1,8
1,flash flood,21.1495,86.7154,1,10
